label,name,review,id
0.0,1065598-babe,"['used', 'like', 'seems', 'go', 'funny', 'desperately', 'attempting', 'sweet', 'wonderful', 'see', 'swine', 'really', 'ismwahahahahahahaha', 'urgghmm', 'heh']",51
0.0,right_stuff,"['step', 'uncle', 'produced', 'cool', 'watch']",229
0.0,baby_driver,"['want', 'see', 'action', 'movie', 'youve', 'seen', 'million', 'times', 'want', 'see', 'kevin', 'spacey', 'play', 'villian', 'tired', 'love', 'story', 'halts', 'action', 'movie', 'friend', 'enjoy']",317
0.0,all_is_lost_2013,"['movie', 'probably', 'likeable', 'watch', 'many', 'movies', 'anything', 'different', 'breath', 'fresh', 'air', 'rest', 'us', 'movie', 'sunk', 'like', 'boat']",433
0.0,back_to_the_future,"['really', 'dont', 'like', 'back', 'future', 'come']",885
0.0,crouching_tiger_hidden_dragon,"['enough', 'action', 'much', 'drama']",937
0.0,rio_bravo,"['john', 'wayne', 'sickening', 'best']",1010
0.0,star_wars_episode_vii_the_force_awakens,"['gonna', 'add', 'anything', 'new', 'bothering']",1034
0.0,star_wars_episode_vii_the_force_awakens,"['uno', 'dei', 'peggiori', 'star', 'wars', 'di', 'sempre']",1036
0.0,star_wars_episode_vii_the_force_awakens,"['bother', 'remaking', 'new', 'hope', 'undoing', 'great', 'ending', 'return', 'jedi', 'really', 'best']",1077
0.0,star_wars_episode_vii_the_force_awakens,"['star', 'wars', 'movie', 'makes', 'said']",1089
0.0,star_wars_episode_vii_the_force_awakens,"['watch', 'every', 'star', 'wars', 'movie', 'movie', 'ruin', 'childhood', 'dont', 'understand', 'anyone', 'could', 'say', 'enjoyed']",1112
0.0,up,"['suicideinducingly', 'sad']",1182
0.0,1032434-killer,"['clever', 'use', 'lighting', 'angles', 'squeezes', 'laughs', 'medical', 'team', 'continuing', 'surgery', 'double', 'gunpoint', 'triads', 'seemingly', 'endless', 'supply', 'hikerassassins']",1219
0.0,ghostbusters,"['amazing', 'used', 'groundbreaking', 'cinema', 'special', 'effects']",1230
0.0,skyfall,"['casino', 'royale', 'betrayal', 'bond', 'hit', 'rock', 'bottom', 'thought', 'film', 'digs', 'deeper', 'every', 'scene']",1310
0.0,1059489-wild_bunch,"['westerns', 'bloody', 'westerns']",1359
0.0,captain_america_civil_war,"['cool', 'action', 'scenesbut', 'hoped', 'see', 'better', 'main', 'villian']",1374
0.0,captain_america_civil_war,"['take', 'trying', 'make', 'take', 'sides', 'avengers', 'superheroes']",1402
0.0,the_lion_king,"['unpopular', 'opinion', 'know', 'end', 'day', 'pseudo', 'coming', 'age', 'story', 'bambilike', 'plot', 'disaster', 'far', 'greatest', 'animated', 'film', 'time', 'whoever', 'said']",1474
0.0,paths_of_glory,"['yo', 'homeslemme', 'spit', 'whut', 'thought', 'dis', 'flickit', 'ight', 'mean', 'wasnt', 'best', 'gangsta', 'movie', 'stilll', 'watched', 'coked', 'whole', 'time', 'enjoyed', 'rush', 'words', 'well', 'got', 'things', 'sell', 'ppl', 'see', 'im', 'outiepeace', 'nukkah']",1613
0.0,1011615-king_kong,"['one', 'films', 'remake', 'entertaining', 'simply', 'fact', 'king', 'kong', 'less', 'joke', 'big', 'monster', 'without', 'noticeable', 'strings', 'cardboard', 'tower', 'everyone', 'fears', 'yet', 'loves']",1641
0.0,dr_no,"['dr', 'best', 'bond', 'movie', 'far', 'low', 'budget', 'extremely', 'cheesy']",1763
0.0,the_illusionist-2009,"['una', 'joya', 'de', 'de', 'los', 'creadores', 'de', 'belleville']",1997
0.0,shrek,"['funny', 'far', 'perfect']",2023
0.0,1196077-cloudy_with_a_chance_of_meatballs,"['sokay', 'manages', 'become', 'extended', 'metaphor', 'uss', 'outofcontrol', 'food', 'industry', 'occasionally', 'witty', 'along', 'way', 'ratatouille', 'prefer', 'high', 'praise', 'good', 'enough']",2067
0.0,the_wind_rises,"['one', 'miyazakis', 'finest', 'art', 'amazing', 'storyline', 'bit', 'blah', 'expecting', 'something', 'magical', 'nothing', 'magical', 'happened', 'basically', 'telling', 'history']",2108
0.0,the_pirates_band_of_misfits,"['whenever', 'think', 'movie', 'hate', 'one', 'always', 'comes', 'top', 'list']",2115
0.0,the-secret-of-kells,"['wellahmmmni', 'liked', 'movie', 'eye', 'expert', 'lagged', 'feel', 'good', 'feeling', 'pace', 'movie', 'tempramental', 'thenfailed', 'mesmerise', 'till', 'end', 'ps', 'great', 'fan', 'animated', 'movies']",2185
0.0,big_hero_6,"['big', 'hero', 'irking', 'familar', 'rehash', 'better', 'superhero', 'films', 'adds', 'nothing', 'new', 'gerne']",2453
0.0,wreck_it_ralph,"['rottentomatoes', 'seriously', 'got', 'one', 'wrong', 'watched', 'people', 'close', 'insisted', 'excellent', 'numbers', 'storyline', 'wonky', 'animation']",2464
0.0,the_triplets_of_belleville,"['stays', 'place', 'souza', 'arrives', 'belleville']",2530
0.0,chicken_run,"['claymation', 'creepy']",2642
0.0,frozen_2013,"['olaf', 'sven', 'entertaining', 'characters', 'movie']",2716
0.0,1197696-fantastic_mr_fox,"['movie', 'farthest', 'thing', 'fantastic']",2757
0.0,anomalisa,"['anyone', 'wants', 'watch', 'puppets', 'master', 'bate', 'watch']",3085
0.0,bolt,"['miley', 'cyrus', 'passion']",3133
0.0,toy_story,"['fucking', 'kidding', 'perfect', 'tomatometer', 'understand', 'film', 'used', 'legendary', 'film', 'isnt', 'great', 'used']",3525
0.0,ratatouille,"['people', 'may', 'find', 'great', 'movie', 'one', 'least', 'favorite', 'pixar', 'mlvies']",3531
